,INC_TOT_VALUE,INC_MAL_VALUE,INC_FEM_VALUE,year,district,rent,mean_rent,fem_ratio,mal_ratio,tot_ratio
397,29.575,34.726,24.497,2018.0,913.0,15.17,1137.75,0.56,0.39,0.46
398,23.755,26.011,21.325,2018.0,914.0,13.37,1002.7499999999999,0.56,0.46,0.51
399,18.528,19.391,17.471,2018.0,915.0,13.86,1039.5,0.71,0.64,0.67
400,21.168,22.486,19.662,2018.0,916.0,14.33,1074.75,0.66,0.57,0.61
401,22.386,24.568,20.035,2018.0,917.0,14.64,1098.0,0.66,0.54,0.59
402,26.77,30.714,23.04,2018.0,918.0,15.03,1127.25,0.59,0.44,0.51
403,28.004,33.34,22.768,2018.0,919.0,16.61,1245.75,0.66,0.45,0.53
404,18.674,19.619,17.515,2018.0,920.0,15.47,1160.25,0.79,0.71,0.75
405,23.22,25.578,20.686,2018.0,921.0,14.07,1055.25,0.61,0.5,0.55
406,25.323,28.659,21.932,2018.0,922.0,17.13,1284.75,0.7,0.54,0.61
407,26.063,29.719,22.35,2018.0,923.0,14.04,1053.0,0.57,0.43,0.48
408,23.552,25.834,21.037,2019.0,0.0,15.37,1152.75,0.66,0.54,0.59
409,34.567,42.152,26.971,2019.0,901.0,19.84,1488.0,0.66,0.42,0.52
410,23.175,25.086,21.029,2019.0,902.0,16.18,1213.5,0.69,0.58,0.63
411,25.751,28.48,22.908,2019.0,903.0,15.89,1191.75,0.62,0.5,0.56
412,26.785,30.338,23.071,2019.0,904.0,16.14,1210.5,0.63,0.48,0.54
413,21.465,22.866,19.923,2019.0,905.0,15.32,1149.0,0.69,0.6,0.64
414,24.769,27.335,22.143,2019.0,906.0,16.21,1215.75,0.66,0.53,0.59
415,26.215,29.705,22.837,2019.0,907.0,15.8,1185.0,0.62,0.48,0.54
416,26.15,29.513,22.75,2019.0,908.0,15.25,1143.75,0.6,0.47,0.52
417,25.56,28.681,22.567,2019.0,909.0,16.01,1200.7500000000002,0.64,0.5,0.56
418,20.212,21.625,18.431,2019.0,910.0,14.61,1095.75,0.71,0.61,0.65
419,21.649,23.652,19.33,2019.0,911.0,13.82,1036.5,0.64,0.53,0.57
420,21.217,22.645,19.529,2019.0,912.0,13.97,1047.75,0.64,0.56,0.59
421,30.509,35.581,25.415,2019.0,913.0,15.11,1133.25,0.54,0.38,0.45
422,24.946,27.382,22.331,2019.0,914.0,13.96,1047.0,0.56,0.46,0.5
423,19.167,20.089,18.045,2019.0,915.0,13.96,1047.0,0.7,0.63,0.66
424,21.109,22.32,19.699,2019.0,916.0,14.53,1089.75,0.66,0.59,0.62
425,22.27,24.212,20.134,2019.0,917.0,14.46,1084.5,0.65,0.54,0.58
426,27.015,30.751,23.409,2019.0,918.0,15.47,1160.25,0.59,0.45,0.52
427,27.938,32.8,23.059,2019.0,919.0,16.66,1249.5,0.65,0.46,0.54
428,19.848,20.918,18.545,2019.0,920.0,14.87,1115.25,0.72,0.64,0.67
429,23.404,25.735,20.853,2019.0,921.0,14.92,1119.0,0.64,0.52,0.57
430,25.446,28.665,22.112,2019.0,922.0,16.09,1206.75,0.65,0.51,0.57
431,26.088,29.603,22.44,2019.0,923.0,14.41,1080.75,0.58,0.44,0.5
432,24.401,26.539,22.02,2020.0,0.0,15.52,1164.0,0.63,0.53,0.57
433,36.561,43.81,29.229,2020.0,901.0,20.1,1507.5,0.62,0.41,0.49
434,24.142,25.973,22.094,2020.0,902.0,16.03,1202.25,0.65,0.56,0.6
435,26.665,29.359,23.833,2020.0,903.0,16.84,1263.0,0.64,0.52,0.57
436,28.103,31.9,24.13,2020.0,904.0,16.2,1215.0,0.6,0.46,0.52
437,22.383,23.773,20.824,2020.0,905.0,15.29,1146.75,0.66,0.58,0.61
438,25.673,28.272,23.052,2020.0,906.0,16.11,1208.25,0.63,0.51,0.56
439,27.222,30.327,24.162,2020.0,907.0,15.82,1186.5,0.59,0.47,0.52
440,27.406,30.475,24.296,2020.0,908.0,15.51,1163.25,0.57,0.46,0.51
441,26.81,29.936,23.829,2020.0,909.0,16.21,1215.75,0.61,0.49,0.54
442,20.811,22.029,19.252,2020.0,910.0,15.12,1134.0,0.71,0.62,0.65
443,22.179,23.964,20.083,2020.0,911.0,13.47,1010.25,0.6,0.51,0.55
444,22.018,23.363,20.403,2020.0,912.0,14.72,1104.0,0.65,0.57,0.6
445,31.457,36.451,26.431,2020.0,913.0,14.81,1110.75,0.5,0.37,0.42
446,25.816,28.114,23.334,2020.0,914.0,14.97,1122.75,0.58,0.48,0.52
447,20.042,20.842,19.055,2020.0,915.0,14.72,1104.0,0.7,0.64,0.66
448,21.877,22.914,20.653,2020.0,916.0,14.53,1089.75,0.63,0.57,0.6
449,23.266,24.931,21.4,2020.0,917.0,14.2,1065.0,0.6,0.51,0.55
450,28.004,32.011,24.154,2020.0,918.0,15.62,1171.5,0.58,0.44,0.5
451,29.195,34.102,24.257,2020.0,919.0,16.45,1233.75,0.61,0.43,0.51
452,20.671,21.591,19.531,2020.0,920.0,14.14,1060.5,0.65,0.59,0.62
453,24.061,26.202,21.693,2020.0,921.0,14.18,1063.5,0.59,0.49,0.53
454,26.272,29.302,23.1,2020.0,922.0,15.84,1188.0,0.62,0.49,0.54
455,26.9,30.16,23.451,2020.0,923.0,16.02,1201.5,0.61,0.48,0.54
456,24.992,27.215,22.516,2021.0,0.0,15.79,1184.25,0.63,0.52,0.57
457,37.25,44.343,29.954,2021.0,901.0,20.22,1516.5,0.61,0.41,0.49
458,24.93,26.916,22.718,2021.0,902.0,15.51,1163.25,0.61,0.52,0.56
459,27.45,30.396,24.373,2021.0,903.0,17.04,1278.0,0.63,0.5,0.56
460,29.01,33.388,24.439,2021.0,904.0,16.15,1211.25,0.59,0.44,0.5
461,23.096,24.695,21.315,2021.0,905.0,15.32,1149.0,0.65,0.56,0.6
462,26.528,29.319,23.709,2021.0,906.0,16.61,1245.75,0.63,0.51,0.56
463,27.866,30.956,24.825,2021.0,907.0,15.86,1189.5,0.57,0.46,0.51
464,28.488,31.22,25.734,2021.0,908.0,15.67,1175.25,0.55,0.45,0.5
465,27.518,30.514,24.612,2021.0,909.0,16.4,1230.0,0.6,0.48,0.54
466,21.487,22.807,19.785,2021.0,910.0,15.6,1170.0,0.71,0.62,0.65
467,22.629,24.537,20.386,2021.0,911.0,15.61,1170.75,0.69,0.57,0.62
468,22.485,23.987,20.687,2021.0,912.0,15.39,1154.25,0.67,0.58,0.62
469,31.719,36.737,26.662,2021.0,913.0,15.21,1140.75,0.51,0.37,0.43
470,26.571,29.005,23.952,2021.0,914.0,14.75,1106.25,0.55,0.46,0.5
471,20.866,21.729,19.804,2021.0,915.0,15.09,1131.75,0.69,0.63,0.65
472,22.345,23.348,21.147,2021.0,916.0,15.24,1143.0,0.65,0.59,0.61
473,23.891,25.633,21.949,2021.0,917.0,14.17,1062.75,0.58,0.5,0.53
474,28.751,32.677,25.019,2021.0,918.0,15.52,1164.0,0.56,0.43,0.49
475,29.903,34.54,25.235,2021.0,919.0,16.46,1234.5,0.59,0.43,0.5
476,21.201,22.241,19.916,2021.0,920.0,13.71,1028.25,0.62,0.55,0.58
477,24.381,26.587,21.926,2021.0,921.0,15.43,1157.25,0.63,0.52,0.57
478,26.722,29.85,23.454,2021.0,922.0,16.52,1239.0,0.63,0.5,0.56
479,27.268,30.581,23.748,2021.0,923.0,15.67,1175.25,0.59,0.46,0.52
480,,,,2022.0,0.0,17.08,1280.9999999999998,,,
481,,,,2022.0,901.0,22.39,1679.25,,,
482,,,,2022.0,902.0,20.6,1545.0,,,
483,,,,2022.0,903.0,18.29,1371.75,,,
484,,,,2022.0,904.0,16.72,1254.0,,,
485,,,,2022.0,905.0,15.72,1179.0,,,
486,,,,2022.0,906.0,17.48,1311.0,,,
487,,,,2022.0,907.0,17.51,1313.2500000000002,,,
488,,,,2022.0,908.0,17.44,1308.0,,,
489,,,,2022.0,909.0,18.57,1392.75,,,
490,,,,2022.0,910.0,16.26,1219.5000000000002,,,
491,,,,2022.0,911.0,16.76,1257.0000000000002,,,
492,,,,2022.0,912.0,15.24,1143.0,,,
493,,,,2022.0,913.0,15.73,1179.75,,,
494,,,,2022.0,914.0,16.04,1203.0,,,
495,,,,2022.0,915.0,15.58,1168.5,,,
496,,,,2022.0,916.0,15.61,1170.75,,,
497,,,,2022.0,917.0,15.44,1158.0,,,
498,,,,2022.0,918.0,16.21,1215.75,,,
499,,,,2022.0,919.0,17.07,1280.25,,,
500,,,,2022.0,920.0,18.15,1361.25,,,
501,,,,2022.0,921.0,16.01,1200.7500000000002,,,
502,,,,2022.0,922.0,16.76,1257.0000000000002,,,
503,,,,2022.0,923.0,17.2,1290.0,,,
504,,,,2023.0,0.0,17.42,1306.5000000000002,,,
505,,,,2023.0,901.0,22.39,1679.25,,,
506,,,,2023.0,902.0,18.35,1376.25,,,
507,,,,2023.0,903.0,17.88,1341.0,,,
508,,,,2023.0,904.0,17.46,1309.5,,,
509,,,,2023.0,905.0,17.11,1283.25,,,
510,,,,2023.0,906.0,18.57,1392.75,,,
511,,,,2023.0,907.0,17.29,1296.75,,,
512,,,,2023.0,908.0,17.52,1314.0,,,
513,,,,2023.0,909.0,17.47,1310.25,,,
514,,,,2023.0,910.0,16.31,1223.25,,,
515,,,,2023.0,911.0,16.95,1271.25,,,
516,,,,2023.0,912.0,16.34,1225.5,,,
517,,,,2023.0,913.0,16.72,1254.0,,,
518,,,,2023.0,914.0,17.05,1278.75,,,
519,,,,2023.0,915.0,16.51,1238.2500000000002,,,
520,,,,2023.0,916.0,16.77,1257.75,,,
521,,,,2023.0,917.0,15.71,1178.25,,,
522,,,,2023.0,918.0,17.65,1323.75,,,
523,,,,2023.0,919.0,17.93,1344.75,,,
524,,,,2023.0,920.0,17.56,1317.0,,,
525,,,,2023.0,921.0,16.86,1264.5,,,
526,,,,2023.0,922.0,17.58,1318.4999999999998,,,
527,,,,2023.0,923.0,16.79,1259.25,,,
528,,,,2024.0,0.0,18.85,1413.75,,,
529,,,,2024.0,901.0,23.06,1729.5,,,
530,,,,2024.0,902.0,19.43,1457.25,,,
531,,,,2024.0,903.0,18.24,1367.9999999999998,,,
532,,,,2024.0,904.0,18.49,1386.7499999999998,,,
533,,,,2024.0,905.0,19.17,1437.7500000000002,,,
534,,,,2024.0,906.0,18.74,1405.4999999999998,,,
535,,,,2024.0,907.0,18.63,1397.25,,,
536,,,,2024.0,908.0,19.73,1479.75,,,
537,,,,2024.0,909.0,18.61,1395.75,,,
538,,,,2024.0,910.0,19.3,1447.5,,,
539,,,,2024.0,911.0,17.52,1314.0,,,
540,,,,2024.0,912.0,17.66,1324.5,,,
541,,,,2024.0,913.0,18.16,1362.0,,,
542,,,,2024.0,914.0,18.67,1400.2500000000002,,,
543,,,,2024.0,915.0,18.76,1407.0000000000002,,,
544,,,,2024.0,916.0,17.61,1320.75,,,
545,,,,2024.0,917.0,16.59,1244.25,,,
546,,,,2024.0,918.0,18.76,1407.0000000000002,,,
547,,,,2024.0,919.0,19.77,1482.75,,,
548,,,,2024.0,920.0,18.25,1368.75,,,
549,,,,2024.0,921.0,18.59,1394.25,,,
550,,,,2024.0,922.0,22.72,1704.0,,,
551,,,,2024.0,923.0,17.08,1280.9999999999998,,,
